areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
region,West Midlands,E12000005,2020-05-26,151,22164
region,West Midlands,E12000005,2020-05-25,138,22013
region,West Midlands,E12000005,2020-05-24,134,21875
region,West Midlands,E12000005,2020-05-23,148,21741
region,West Midlands,E12000005,2020-05-22,195,21593
region,West Midlands,E12000005,2020-05-21,225,21398
region,West Midlands,E12000005,2020-05-20,253,21173
region,West Midlands,E12000005,2020-05-19,278,20920
region,West Midlands,E12000005,2020-05-18,207,20642
region,West Midlands,E12000005,2020-05-17,172,20435
region,West Midlands,E12000005,2020-05-16,175,20263
region,West Midlands,E12000005,2020-05-15,263,20088
region,West Midlands,E12000005,2020-05-14,258,19825
region,West Midlands,E12000005,2020-05-13,244,19567
region,West Midlands,E12000005,2020-05-12,309,19323
region,West Midlands,E12000005,2020-05-11,250,19014
region,West Midlands,E12000005,2020-05-10,217,18764
region,West Midlands,E12000005,2020-05-09,163,18547
region,West Midlands,E12000005,2020-05-08,341,18384
region,West Midlands,E12000005,2020-05-07,368,18043
region,West Midlands,E12000005,2020-05-06,314,17675
region,West Midlands,E12000005,2020-05-05,318,17361
region,West Midlands,E12000005,2020-05-04,235,17043
region,West Midlands,E12000005,2020-05-03,298,16808
region,West Midlands,E12000005,2020-05-02,317,16510
region,West Midlands,E12000005,2020-05-01,469,16193
region,West Midlands,E12000005,2020-04-30,451,15724
region,West Midlands,E12000005,2020-04-29,441,15273
region,West Midlands,E12000005,2020-04-28,377,14832
region,West Midlands,E12000005,2020-04-27,417,14455
region,West Midlands,E12000005,2020-04-26,315,14038
region,West Midlands,E12000005,2020-04-25,386,13723
region,West Midlands,E12000005,2020-04-24,482,13337
region,West Midlands,E12000005,2020-04-23,551,12855
region,West Midlands,E12000005,2020-04-22,578,12304
region,West Midlands,E12000005,2020-04-21,491,11726
region,West Midlands,E12000005,2020-04-20,401,11235
region,West Midlands,E12000005,2020-04-19,340,10834
region,West Midlands,E12000005,2020-04-18,547,10494
region,West Midlands,E12000005,2020-04-17,445,9947
region,West Midlands,E12000005,2020-04-16,511,9502
region,West Midlands,E12000005,2020-04-15,387,8991
region,West Midlands,E12000005,2020-04-14,321,8604
region,West Midlands,E12000005,2020-04-13,280,8283
region,West Midlands,E12000005,2020-04-12,239,8003
region,West Midlands,E12000005,2020-04-11,253,7764
region,West Midlands,E12000005,2020-04-10,362,7511
region,West Midlands,E12000005,2020-04-09,345,7149
region,West Midlands,E12000005,2020-04-08,361,6804
region,West Midlands,E12000005,2020-04-07,387,6443
region,West Midlands,E12000005,2020-04-06,360,6056
region,West Midlands,E12000005,2020-04-05,290,5696
region,West Midlands,E12000005,2020-04-04,346,5406
region,West Midlands,E12000005,2020-04-03,373,5060
region,West Midlands,E12000005,2020-04-02,447,4687
region,West Midlands,E12000005,2020-04-01,410,4240
region,West Midlands,E12000005,2020-03-31,412,3830
region,West Midlands,E12000005,2020-03-30,431,3418
region,West Midlands,E12000005,2020-03-29,366,2987
region,West Midlands,E12000005,2020-03-28,323,2621
region,West Midlands,E12000005,2020-03-27,279,2298
region,West Midlands,E12000005,2020-03-26,313,2019
region,West Midlands,E12000005,2020-03-25,240,1706
region,West Midlands,E12000005,2020-03-24,250,1466
region,West Midlands,E12000005,2020-03-23,240,1216
region,West Midlands,E12000005,2020-03-22,111,976
region,West Midlands,E12000005,2020-03-21,125,865
region,West Midlands,E12000005,2020-03-20,151,740
region,West Midlands,E12000005,2020-03-19,123,589
region,West Midlands,E12000005,2020-03-18,99,466
region,West Midlands,E12000005,2020-03-17,69,367
region,West Midlands,E12000005,2020-03-16,56,298
region,West Midlands,E12000005,2020-03-15,44,242
region,West Midlands,E12000005,2020-03-14,31,198
region,West Midlands,E12000005,2020-03-13,40,167
region,West Midlands,E12000005,2020-03-12,46,127
region,West Midlands,E12000005,2020-03-11,29,81
region,West Midlands,E12000005,2020-03-10,17,52
region,West Midlands,E12000005,2020-03-09,8,35
region,West Midlands,E12000005,2020-03-08,4,27
region,West Midlands,E12000005,2020-03-07,5,23
region,West Midlands,E12000005,2020-03-06,2,18
region,West Midlands,E12000005,2020-03-05,6,16
region,West Midlands,E12000005,2020-03-04,3,10
region,West Midlands,E12000005,2020-03-03,1,7
region,West Midlands,E12000005,2020-03-02,4,6
region,West Midlands,E12000005,2020-03-01,2,2
