date,adm1_name,adm0_name,cum_confirmed_cases,cum_deaths,cum_recoveries,active_cases,lat,lon,active_cases_new,population,business_closure_opt,emergency_declaration,event_cancel,no_demonstration,no_gathering_opt,pos_cases_quarantine,religious_closure,school_closure,social_distance_opt,testing_regime,travel_ban_intl_in_opt,travel_ban_intl_out_opt,welfare_services_closure,work_from_home_opt,travel_ban_intl_in_opt_country_l,travel_ban_intl_out_opt_country_,policies_enacted,t,dow,month,year,day,adm1_id,longest_series,l_active_cases,daily_confirmed_cases,l_cum_confirmed_cases,D_l_active_cases,transmissionrate,D_l_active_cases_raw,testing_change_kor_20feb2020,testing_change_kor_29feb2020,testing_change_kor_22mar2020,testing_change_kor_27mar2020,sample_avg,day_avg,p_kor_1,p_kor_2,p_kor_3,p_kor_4,_reghdfe_resid,__hdfe1__,__hdfe2__,country,D_l_cum_confirmed_cases,cum_confirmed_cases_imputed,cum_hospitalized,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,business_closure,no_gathering,no_gathering_size,school_closure_popwt,l_cum_hospitalized,D_l_cum_hospitalized,testing_change_fra_15mar2020,p_fra_1,no_gathering_5000,no_gathering_1000,no_gathering_100,p_fra_2,p_fra_3
2020-03-13,Daegu,KOR,5928,49,304,5575,35.781,128.58,61,2432883,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,13mar2020,5,3,2020,13,Daegu,0,8.626047,61,4.110874,0.0109574,0.0109574,0.0014353,0,0,0,0,NA,NA,1,1,0,0,-0.20124938,0.10828375,0.03390352,KOR,0.0109574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-14,Daegu,KOR,5990,51,407,5532,35.781,128.58,62,2432883,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,14mar2020,6,3,2020,14,Daegu,0,8.618304,62,4.127134,0.0111211,0.0111211,-0.0077429,0,0,0,0,NA,NA,1,1,0,0,-0.16559777,0.10828375,-0.00158444,KOR,0.0111211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-15,Daegu,KOR,6031,51,474,5506,35.781,128.58,41,2432883,0,1,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,9,15mar2020,0,3,2020,15,Daegu,0,8.613594,41,3.713572,0.0074114,0.0074114,-0.0047102,0,0,0,0,NA,NA,1,1,1,0,-0.04725105,0.10828375,0.00381491,KOR,0.0074114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-16,Daegu,KOR,6066,51,744,5271,35.781,128.58,35,2432883,0,1,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,10,16mar2020,1,3,2020,16,Daegu,0,8.569976,35,3.555348,0.0063567,0.0063567,-0.0436182,0,0,0,0,NA,NA,1,1,1,0,-0.00305599,0.10828375,-0.02064689,KOR,0.0063567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-17,Daegu,KOR,6098,54,958,5086,35.781,128.58,32,2432883,0,1,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,10,17mar2020,2,3,2020,17,Daegu,0,8.534247,32,3.465736,0.006071,0.006071,-0.0357285,0,0,0,0,NA,NA,1,1,1,0,-0.01565502,0.10828375,-0.00833361,KOR,0.006071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-18,Daegu,KOR,6144,57,1059,5028,35.781,128.58,46,2432883,0,1,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,10,18mar2020,3,3,2020,18,Daegu,0,8.522778,46,3.828641,0.0090444,0.0090444,-0.0114698,0,0,0,0,NA,NA,1,1,1,0,-0.01689094,0.10828375,-0.0041242,KOR,0.0090444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-19,Daegu,KOR,6241,62,1402,4777,35.781,128.58,97,2432883,0,1,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,10,19mar2020,4,3,2020,19,Daegu,0,8.471568,97,4.574711,0.019292,0.019292,-0.0512094,0,0,0,0,NA,NA,1,1,1,0,-0.0072794,0.10828375,-0.00348821,KOR,0.019292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-20,Daegu,KOR,6275,63,1595,4617,35.781,128.58,34,2432883,0,1,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,10,20mar2020,5,3,2020,20,Daegu,0,8.4375,34,3.526361,0.0071174,0.0071174,-0.0340681,0,0,0,0,NA,NA,1,1,1,0,-0.05684566,0.10828375,0.03390352,KOR,0.0071174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-21,Daegu,KOR,6344,70,1885,4389,35.781,128.58,69,2432883,0,1,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,10,21mar2020,6,3,2020,21,Daegu,0,8.386857,69,4.234107,0.0149448,0.0149448,-0.050643,0,0,0,0,NA,NA,1,1,1,0,-0.01353037,0.10828375,-0.00158444,KOR,0.0149448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-22,Daegu,KOR,6387,72,2137,4178,35.781,128.58,43,2432883,0,1,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,11,22mar2020,0,3,2020,22,Daegu,0,8.337588,43,3.7612,0.0097972,0.0097972,-0.0492687,0,0,1,0,NA,NA,1,1,1,1,-0.01881219,0.10828375,0.00381491,KOR,0.0097972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-23,Daegu,KOR,6411,80,2338,3993,35.781,128.58,24,2432883,0,1,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,11,23mar2020,1,3,2020,23,Daegu,0,8.292298,24,3.178054,0.0057444,0.0057444,-0.04529,0,0,0,0,NA,NA,1,1,1,1,-0.00871333,0.10828375,-0.02064689,KOR,0.0057444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-24,Daegu,KOR,6442,84,2606,3752,35.781,128.58,31,2432883,0,1,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,11,24mar2020,2,3,2020,24,Daegu,0,8.230044,31,3.433987,0.0077636,0.0077636,-0.062254,0,0,0,0,NA,NA,1,1,1,1,-0.0190074,0.10828375,-0.00833361,KOR,0.0077636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-25,Daegu,KOR,6456,90,2776,3590,35.781,128.58,14,2432883,0,1,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,11,25mar2020,3,3,2020,25,Daegu,0,8.185907,14,2.639057,0.0037313,0.0037313,-0.044137,0,0,0,0,NA,NA,1,1,1,1,-0.02724904,0.10828375,-0.0041242,KOR,0.0037313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-26,Daegu,KOR,6482,91,3088,3303,35.781,128.58,26,2432883,0,1,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,11,26mar2020,4,3,2020,26,Daegu,0,8.102587,26,3.258096,0.0072423,0.0072423,-0.0833206,0,0,0,0,NA,NA,1,1,1,1,-0.02437404,0.10828375,-0.00348821,KOR,0.0072423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-27,Daegu,KOR,6516,96,3377,3043,35.781,128.58,34,2432883,0,1,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,11,27mar2020,5,3,2020,27,Daegu,0,8.020599,34,3.526361,0.0102937,0.0102937,-0.0819874,0,0,0,1,NA,NA,1,1,1,1,-0.02501918,0.10828375,0.03390352,KOR,0.0102937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-28,Daegu,KOR,6587,98,3603,2886,35.781,128.58,71,2432883,0,1,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,11,28mar2020,6,3,2020,28,Daegu,0,7.967627,71,4.26268,0.0233322,0.0233322,-0.0529728,0,0,0,0,NA,NA,1,1,1,1,-0.01523293,0.10828375,-0.00158444,KOR,0.0233322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-29,Daegu,KOR,6610,104,3770,2736,35.781,128.58,23,2432883,0,1,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,11,29mar2020,0,3,2020,29,Daegu,0,7.914252,23,3.135494,0.0079695,0.0079695,-0.0533743,0,0,0,0,NA,NA,1,1,1,1,-0.03599501,0.10828375,0.00381491,KOR,0.0079695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-30,Daegu,KOR,6624,107,3906,2611,35.781,128.58,14,2432883,0,1,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,11,30mar2020,1,3,2020,30,Daegu,0,7.867488,14,2.639057,0.005117,0.005117,-0.0467639,0,0,0,0,NA,NA,1,1,1,1,-0.01438576,0.10828375,-0.02064689,KOR,0.005117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-31,Daegu,KOR,6684,110,4028,2546,35.781,128.58,60,2432883,0,1,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,11,31mar2020,2,3,2020,31,Daegu,0,7.8422789999999996,60,4.094345,0.0229797,0.0229797,-0.0252094,0,0,0,0,NA,NA,1,1,1,1,-0.00883629,0.10828375,-0.00833361,KOR,0.0229797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-01,Daegu,KOR,6704,111,4148,2445,35.781,128.58,20,2432883,0,1,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,11,01apr2020,3,4,2020,1,Daegu,0,7.8018,20,2.995732,0.0078555,0.0078555,-0.0404787,0,0,0,0,NA,NA,1,1,1,1,-0.03321495,0.10828375,-0.0041242,KOR,0.0078555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-02,Daegu,KOR,6725,114,4361,2250,35.781,128.58,21,2432883,0,1,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,11,02apr2020,4,4,2020,2,Daegu,0,7.718686,21,3.044523,0.008589,0.008589,-0.0831146,0,0,0,0,NA,NA,1,1,1,1,-0.03311745,0.10828375,-0.00348821,KOR,0.008589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-03,Daegu,KOR,6734,117,4516,2101,35.781,128.58,9,2432883,0,1,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,11,03apr2020,5,4,2020,3,Daegu,0,7.650169,9,2.197225,0.004,0.004,-0.0685167,0,0,0,0,NA,NA,1,1,1,1,-0.07509814,0.10828375,0.03390352,KOR,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-04,Daegu,KOR,6761,120,4756,1885,35.781,128.58,27,2432883,0,1,1,0,1,0.75,1,1,1,7,1,1,1,1,NA,NA,11,04apr2020,6,4,2020,4,Daegu,0,7.541683,27,3.295837,0.012851,0.012851,-0.1084857,0,0,0,0,NA,NA,1,1,1,1,-0.03075915,0.10828375,-0.00158444,KOR,0.012851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-05,Daegu,KOR,6768,124,4845,1799,35.781,128.58,7,2432883,0,1,1,0,1,1,1,1,1,7,1,1,1,1,NA,NA,11,05apr2020,0,4,2020,5,Daegu,0,7.494986,7,1.94591,0.0037135,0.0037135,-0.0466971,0,0,0,0,NA,NA,1,1,1,1,-0.05034101,0.10828375,0.00381491,KOR,0.0037135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-04-06,Daegu,KOR,6781,128,4949,1704,35.781,128.58,13,2432883,0,1,1,0,1,1,1,1,1,7,1,1,1,1,NA,NA,11,06apr2020,1,4,2020,6,Daegu,0,7.440734,13,2.564949,0.0072262,0.0072262,-0.0542521,0,0,0,0,NA,NA,1,1,1,1,-0.0223665,0.10828375,-0.02064689,KOR,0.0072262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-02-28,Daejeon,KOR,13,0,0,13,36.319,127.379,3,1473125,0,0,1,0,0,0,1,0,0,4,1,1,1,0,NA,NA,5,28feb2020,5,2,2020,28,Daejeon,0,2.564949,3,1.098612,0.2623641,0.3,0.2623641,0,0,0,0,NA,NA,0,1,0,0,0.14910162,-0.03223649,0.03390352,KOR,0.2623641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-02-29,Daejeon,KOR,13,0,0,13,36.319,127.379,0,1473125,0,0,1,0,0,0,1,0,1,5,1,1,1,0,NA,NA,6,29feb2020,6,2,2020,29,Daejeon,0,2.564949,0,NA,0,0,0,0,1,0,0,NA,NA,1,1,0,0,-0.09692925,-0.03223649,-0.00158444,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-01,Daejeon,KOR,14,0,0,14,36.319,127.379,1,1473125,0,0,1,0,0,0,1,0,1,5,1,1,1,0,NA,NA,6,01mar2020,0,3,2020,1,Daejeon,0,2.639057,1,0,0.0741081,0.0769231,0.0741081,0,0,0,0,NA,NA,1,1,0,0,0.01172219,-0.03223649,0.00381491,KOR,0.0741081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-02,Daejeon,KOR,14,0,1,13,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,02mar2020,1,3,2020,2,Daejeon,0,2.564949,0,NA,0,0,-0.0741081,0,0,0,0,NA,NA,1,1,0,0,-0.03792413,-0.03223649,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-03,Daejeon,KOR,15,0,1,14,36.319,127.379,1,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,03mar2020,2,3,2020,3,Daejeon,0,2.639057,1,0,0.0741081,0.0769231,0.0741081,0,0,0,0,NA,NA,1,1,0,0,0.02387071,-0.03223649,-0.00833361,KOR,0.0741081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-04,Daejeon,KOR,18,0,2,16,36.319,127.379,3,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,04mar2020,3,3,2020,4,Daejeon,0,2.772589,3,1.098612,0.1335313,0.2142857,0.1335313,0,0,0,0,NA,NA,1,1,0,0,0.07908452,-0.03223649,-0.0041242,KOR,0.1335313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-05,Daejeon,KOR,18,0,2,16,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,05mar2020,4,3,2020,5,Daejeon,0,2.772589,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.05508281,-0.03223649,-0.00348821,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-06,Daejeon,KOR,18,0,2,16,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,06mar2020,5,3,2020,6,Daejeon,0,2.772589,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.09247454,-0.03223649,0.03390352,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-07,Daejeon,KOR,18,0,2,16,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,07mar2020,6,3,2020,7,Daejeon,0,2.772589,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.05698658,-0.03223649,-0.00158444,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-08,Daejeon,KOR,18,0,2,16,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,08mar2020,0,3,2020,8,Daejeon,0,2.772589,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.06238593,-0.03223649,0.00381491,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-09,Daejeon,KOR,18,0,3,15,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,09mar2020,1,3,2020,9,Daejeon,0,2.70805,0,NA,0,0,-0.0645385,0,0,0,0,NA,NA,1,1,0,0,-0.03792413,-0.03223649,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-10,Daejeon,KOR,18,0,3,15,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,NA,NA,7,10mar2020,2,3,2020,10,Daejeon,0,2.70805,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.05023741,-0.03223649,-0.00833361,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-11,Daejeon,KOR,20,0,4,16,36.319,127.379,2,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,11mar2020,3,3,2020,11,Daejeon,0,2.772589,2,0.6931472,0.0645385,0.1333333,0.0645385,0,0,0,0,NA,NA,1,1,0,0,0.03087965,-0.03223649,-0.0041242,KOR,0.0645385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-12,Daejeon,KOR,22,0,4,18,36.319,127.379,2,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,12mar2020,4,3,2020,12,Daejeon,0,2.890372,2,0.6931472,0.1177831,0.125,0.1177831,0,0,0,0,NA,NA,1,1,0,0,0.08348825,-0.03223649,-0.00348821,KOR,0.1177831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-13,Daejeon,KOR,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,13mar2020,5,3,2020,13,Daejeon,0,2.890372,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.07168656,-0.03223649,0.03390352,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-14,Daejeon,KOR,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,14mar2020,6,3,2020,14,Daejeon,0,2.890372,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.0361986,-0.03223649,-0.00158444,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-15,Daejeon,KOR,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,1,NA,NA,8,15mar2020,0,3,2020,15,Daejeon,0,2.890372,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.04159795,-0.03223649,0.00381491,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-16,Daejeon,KOR,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,16mar2020,1,3,2020,16,Daejeon,0,2.890372,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,0.00365183,-0.03223649,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-17,Daejeon,KOR,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,17mar2020,2,3,2020,17,Daejeon,0,2.890372,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.00866145,-0.03223649,-0.00833361,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-18,Daejeon,KOR,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,18mar2020,3,3,2020,18,Daejeon,0,2.890372,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.01287085,-0.03223649,-0.0041242,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-19,Daejeon,KOR,22,0,5,17,36.319,127.379,0,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,19mar2020,4,3,2020,19,Daejeon,0,2.833213,0,NA,0,0,-0.0571585,0,0,0,0,NA,NA,1,1,0,0,-0.01350684,-0.03223649,-0.00348821,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-20,Daejeon,KOR,22,0,5,17,36.319,127.379,0,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,20mar2020,5,3,2020,20,Daejeon,0,2.833213,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,0,-0.05089858,-0.03223649,0.03390352,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-21,Daejeon,KOR,24,0,6,18,36.319,127.379,2,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,NA,NA,9,21mar2020,6,3,2020,21,Daejeon,0,2.890372,2,0.6931472,0.0571585,0.1176471,0.0571585,0,0,0,0,NA,NA,1,1,0,0,0.04174786,-0.03223649,-0.00158444,KOR,0.0571585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-22,Daejeon,KOR,24,0,6,18,36.319,127.379,0,1473125,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,22mar2020,0,3,2020,22,Daejeon,0,2.890372,0,NA,0,0,0,0,0,1,0,NA,NA,1,1,0,1,-0.01554489,-0.03223649,0.00381491,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-23,Daejeon,KOR,24,0,6,18,36.319,127.379,0,1473125,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,23mar2020,1,3,2020,23,Daejeon,0,2.890372,0,NA,0,0,0,0,0,0,0,NA,NA,1,1,0,1,-0.00139318,-0.03223649,-0.02064689,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-24,Daejeon,KOR,27,0,6,21,36.319,127.379,3,1473125,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,24mar2020,2,3,2020,24,Daejeon,0,3.044523,3,1.098612,0.1541507,0.1666667,0.1541507,0,0,0,0,NA,NA,1,1,0,1,0.14044427,-0.03223649,-0.00833361,KOR,0.1541507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-25,Daejeon,KOR,30,0,6,24,36.319,127.379,3,1473125,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,25mar2020,3,3,2020,25,Daejeon,0,3.178054,3,1.098612,0.1335313,0.1428571,0.1335313,0,0,0,0,NA,NA,1,1,0,1,0.11561547,-0.03223649,-0.0041242,KOR,0.1335313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-26,Daejeon,KOR,31,0,9,22,36.319,127.379,1,1473125,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,NA,NA,10,26mar2020,4,3,2020,26,Daejeon,0,3.091043,1,0,0.0416667,0.0416667,-0.0870113,0,0,0,0,NA,NA,1,1,0,1,0.02311481,-0.03223649,-0.00348821,KOR,0.0416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-27,Daejeon,KOR,31,0,10,21,36.319,127.379,0,1473125,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,27mar2020,5,3,2020,27,Daejeon,0,3.044523,0,NA,0,0,-0.04652,0,0,0,1,NA,NA,1,1,0,1,-0.02224833,-0.03223649,0.03390352,KOR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
2020-03-28,Daejeon,KOR,34,0,14,20,36.319,127.379,3,1473125,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,NA,NA,10,28mar2020,6,3,2020,28,Daejeon,0,2.995732,3,1.098612,0.1428571,0.1428571,-0.0487902,0,0,0,0,NA,NA,1,1,0,1,0.11735651,-0.03223649,-0.00158444,KOR,0.1428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0
